route,inter_point
route 81,Pacific Motorway
route 81,Pacific Motorway
route 81,Pacific Motorway
route 81,Pacific Motorway
route 81,Pacific Motorway
route 81,Pacific Motorway
route 81,Pacific Motorway
route 81,Pacific Motorway
route 81,West Wallsend Interchange
route 81,Pacific Motorway
route 81,Newcastle Link Road Offramp
route 81,Newcastle Interchange
route 81,Newcastle Interchange
route 81,Newcastle Interchange
route 81,Newcastle Interchange
route 81,Woodford Street
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Newcastle Link Road
route 81,Lake Road
route 81,Brooks Street
route 81,Thomas Street
route 81,Newcastle Road
route 81,Longworth Avenue
route 81,Newcastle Rd Near Pumping Station
route 81,Newcastle Rd Near Douglas St
route 81,Newcastle Rd Opp Crest Rd
route 81,Newcastle Rd Near Blue Gum Rd
route 81,Newcastle Road
route 81,Newcastle Inner City Bypass
route 81,Newcastle Inner City Bypass
route 81,Newcastle Inner City Bypass
route 81,Birmingham Gardens
route 81,Birmingham Gardens
route 81,University of Newcastle
route 81,P1
route 81,University Drive opposite Sunset Boulevard
route 81,University Drive opposite Sunset Boulevard
route 81,Services Building (SER)
route 81,University Drive
route 81,International House Wardens Residence (IWR)
route 81,Queen Street
route 81,Lorna St Opp Angus Av
route 81,Lorna Street
route 81,Maud Street
route 81,Maud St Opp Vickers St
route 81,Werribi St Near Buruda St
route 81,Werribi Street (West)
route 81,My Kindy Riverview
route 81,Industrial Drive
route 81,Industrial Drive
route 81,Tourle St
route 81,Tourle Street
route 81,Cormorant Road
route 81,Cormorant Road
route 81,Cormorant Road
route 81,Cormorant Road
route 81,Cormorant Road
route 81,Cormorant Road
route 81,Teal Street
route 81,Teal Street
route 81,Teal Street
route 81,Teal Street
route 81,Stockton Bridge
route 81,Teal Street
route 81,Nelson Bay Rd Near Fullerton St
route 81,Nelson Bay Road
route 81,Nelson Bay Rd Near Vardon Rd
route 81,Nelson Bay Road
route 81,Nelson Bay Road
route 81,Nelson Bay Road
route 81,Nelson Bay Road
route 81,Nelson Bay Road
route 81,Fullerton Cove Road
route 81,Seaside Boulevard
route 81,Nelson Bay Road
route 81,Nelson Bay Road
route 82,Burns Bay Road
route 82,Burns Bay Road
route 82,Burns Bay Road
route 82,Burns Bay Road
route 82,Burns Bay Road
route 82,Cope Street
route 82,Cullen Street
route 82,Centennial Avenue
route 82,Barwon Road
route 82,Lane Cove West
route 82,Moore Street
route 82,Moore Street
route 82,Batten Reserve
route 82,Lane Cove Tunnel
route 82,U-Turn Bay
route 82,Epping Road
route 82,Epping Road
route 82,Epping Road
route 82,Pittwater Road
route 82,Epping Road
route 82,Delhi Road
route 82,M2 Hills Motorway Onramp
route 82,M2 Hills Motorway Onramp
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,M2 Hills Motorway
route 82,Pennant Hills Road Exit
route 82,Pennant Hills Road Exit
route 82,646
route 82,NorthConnex on ramp
route 82,NorthConnex on ramp
route 82,45
route 82,35
route 82,NorthConnex Tunnel
route 82,Mount Saint Benedict College
route 82,NorthConnex Tunnel
route 82,12
route 82,4
route 82,NorthConnex Tunnel
route 82,25
route 82,15
route 82,NorthConnex Tunnel
route 82,NorthConnex Tunnel
route 82,NorthConnex Tunnel
route 82,NorthConnex Tunnel
route 82,NorthConnex Tunnel
route 82,NorthConnex
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,427
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,431
route 82,Pacific Motorway
route 82,433
route 82,Mount Kuring-Gai Public School
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,441
route 82,Pacific Motorway
route 82,443
route 82,445
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,453
route 82,Pacific Motorway
route 82,455
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,465
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,467
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,469
route 82,Pacific Motorway
route 82,471
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,473
route 82,Pacific Motorway
route 82,475
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,479
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,487
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,489
route 82,491
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,Pacific Motorway
route 82,495
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Kangoo Road
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Kariong
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,95 Central Coast Hwy Bus Stop
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Central Coast Highway
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Henry Kendall Street Reserve
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Tascott
route 82,Brisbane Water Drive
route 82,Brisbane Water Drive
route 82,Brisbane Water Cycleway
route 82,Brisbane Water Drive
route 83,Burns Bay Road
route 83,Burns Bay Road
route 83,Burns Bay Road
route 83,Burns Bay Road
route 83,Burns Bay Road
route 83,Burns Bay Road
route 83,Linley Point - View St
route 83,Burns Bay Road
route 83,Burns Bay Road
route 83,The Great North Walk
route 83,Burns Bay Road
route 83,Burns Bay Road
route 83,Burns Bay Road
route 83,Gladesville Bridge
route 83,Victoria Road
route 83,Drummoyne Sports Club
route 83,Tavistock Street
route 83,Drummoyne Presbyterian Church
route 83,Thompson Street
route 83,Caltex
route 83,Lyons Road
route 83,Brent Street
route 83,Brent Street
route 83,Barnstaple Road
route 83,Henley Marine Drive
route 83,Henley Marine Drive
route 83,Henley Marine Drive
route 83,Rodd Point
route 83,Henley Marine Drive
route 83,Rodd Point
route 83,Timbrell Drive
route 83,Timbrell Drive
route 83,Dobroyd Parade
route 83,Dobroyd Parade
route 83,M4 East Tunnel Onramp
route 83,WestConnex (M4-M5 Link) Ventilation Stack
route 83,M4 East Tunnel Onramp
route 83,M4 East Tunnel Onramp
route 83,M4 East Tunnel Onramp
route 83,Scott Street
route 83,Royce Avenue
route 83,M4 East Tunnel
route 83,M4 East Tunnel
route 83,20
route 83,M4 East Tunnel
route 83,M4 East Tunnel
route 83,George Street
route 83,WestConnex (M4 East) Ventilation Stack
route 83,Western Motorway
route 83,Western Motorway
route 83,TP-14-W/B
route 83,Western Motorway
route 83,Western Motorway
route 83,Western Motorway
route 83,Louise Sauvage Pathway
route 83,Western Motorway
route 83,Western Motorway
route 83,Western Motorway
route 83,Western Motorway
route 83,Western Motorway
route 83,James Ruse Drive Offramp
route 83,Western Motorway
route 83,James Ruse Drive
route 83,James Ruse Drive
route 83,Horse Bridge
route 83,James Ruse Drive
route 83,James Ruse Drive Bridge
route 83,Tennyson Street
route 84,Burns Bay Road
route 84,Burns Bay Road
route 84,Burns Bay Road
route 84,Carisbrook House
route 84,Burns Bay Road
route 84,Burns Bay Road
route 84,Burns Bay Road
route 84,Burns Bay Road
route 84,Burns Bay Road
route 84,Burns Bay Road
route 84,Burns Bay Road
route 84,Gladesville Bridge
route 84,Victoria Road
route 84,Victoria Road
route 84,Marlborough Street
route 84,Lyons Rd
route 84,Sydney Spine & Pelvis Physiotherapy Centre
route 84,Gipps Street
route 84,The Birkenhead Hotel
route 84,Brent Street
route 84,Brent Street
route 84,Henley Marine Drive
route 84,Neild Park Pavilion
route 84,Henley Marine Drive
route 84,Henley Marine Drive
route 84,Rodd Point
route 84,Henley Marine Drive
route 84,Duke Avenue
route 84,Rodd Point
route 84,Timbrell Drive
route 84,Dobroyd Parade
route 84,Dobroyd Parade
route 84,M4 East Tunnel Onramp
route 84,WestConnex (M4-M5 Link) Ventilation Stack
route 84,Bunnings Warehouse
route 84,M4 East Tunnel Onramp
route 84,18-20
route 84,M4 East Tunnel Onramp
route 84,St Joseph's Maronite Church
route 84,Luke Avenue
route 84,Concord Road Offramp
route 84,8
route 84,Concord Road
route 84,M4 East Tunnel
route 84,29
route 84,M4 East Tunnel
route 84,Western Motorway
route 84,Western Motorway
route 84,TS2201
route 84,Centenary Drive Offramp
route 84,Centenary Drive
route 84,Marlborough Road Offramp
route 84,Marlborough Road Offramp
route 84,Centenary Drive
route 84,Centenary Drive
route 84,Centenary Drive
route 84,Centenary Drive
route 84,Centenary Drive
route 84,Liverpool Road Exit
route 84,Liverpool Road
route 84,Payless Tyres and Brakes
route 84,BabyGoodsOnLine
route 84,Hume Highway
route 84,Woolworths Petrol
route 84,Hume Highway
route 84,Yummy Seafood Restaurant
route 84,Hume Highway
route 84,Hume Highway
route 84,7-Eleven
route 84,Stacey Street
route 84,Stacey Street
route 84,337
route 84,305
route 84,Stacey Street
route 84,Stacey Street
route 84,Gardenia Avenue
route 84,Stacey Street
route 84,Marcella Street
route 84,Fairford Road
route 84,Fairford Road
route 84,Fairford Road
route 84,M5 Motorway Onramp
route 84,M5-FR
route 84,M5 Motorway
route 84,5
route 85,Cope Street
route 85,Cullen Street
route 85,Centennial Avenue
route 85,Barwon Road
route 85,Lane Cove West
route 85,Moore Street
route 85,Moore Street
route 85,Batten Reserve
route 85,Lane Cove Tunnel
route 85,U-Turn Bay
route 85,Epping Road
route 85,Epping Road
route 85,Epping Road
route 85,Pittwater Road
route 85,Epping Road
route 85,Delhi Road
route 85,M2 Hills Motorway Onramp
route 85,M2 Hills Motorway Onramp
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,M2 Hills Motorway
route 85,Pennant Hills Road Exit
route 85,Pennant Hills Road Exit
route 85,646
route 85,NorthConnex on ramp
route 85,NorthConnex on ramp
route 85,45
route 85,35
route 85,NorthConnex Tunnel
route 85,Mount Saint Benedict College
route 85,NorthConnex Tunnel
route 85,12
route 85,4
route 85,NorthConnex Tunnel
route 85,25
route 85,15
route 85,NorthConnex Tunnel
route 85,NorthConnex Tunnel
route 85,NorthConnex Tunnel
route 85,NorthConnex Tunnel
route 85,NorthConnex Tunnel
route 85,NorthConnex
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,427
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,431
route 85,Pacific Motorway
route 85,433
route 85,Mount Kuring-Gai Public School
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,441
route 85,Pacific Motorway
route 85,443
route 85,445
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,453
route 85,Pacific Motorway
route 85,455
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,465
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,467
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,469
route 85,Pacific Motorway
route 85,471
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,473
route 85,Pacific Motorway
route 85,475
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,479
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,487
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,489
route 85,491
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,495
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,505
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,511
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Dog Trap Road
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,517
route 85,Pacific Highway Offramp
route 85,Palm Grove Ourimbah Creek Landcare Site
route 85,521
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Warnervale Interchange
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Motorway Link
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,553
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,565
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,571
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Freemans Waterhole Interchange
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
route 85,Pacific Motorway
