road,point
Cahill Expressway southbound,"-33.85916,151.20655"
Cahill Expressway southbound,"-33.85956,151.20639"
Cahill Expressway southbound,"-33.85986,151.20629"
Cahill Expressway southbound,"-33.85992,151.20628"
Cahill Expressway southbound,"-33.86002,151.20625"
Cahill Expressway southbound,"-33.86028,151.20621"
Cahill Expressway southbound,"-33.86036,151.20622"
Cahill Expressway southbound,"-33.8604,151.20624"
Cahill Expressway southbound,"-33.86046,151.20626"
Cahill Expressway southbound,"-33.86059,151.20633"
Cahill Expressway southbound,"-33.86068,151.20639"
Cahill Expressway southbound,"-33.86077,151.20647"
Cahill Expressway southbound,"-33.86078,151.20649"
Cahill Expressway southbound,"-33.86082,151.20654"
Cahill Expressway southbound,"-33.86083,151.20657"
Cahill Expressway southbound,"-33.86088,151.20666"
Cahill Expressway southbound,"-33.86089,151.20671"
Cahill Expressway southbound,"-33.86094,151.20685"
Cahill Expressway southbound,"-33.86096,151.20697"
Cahill Expressway southbound,"-33.86102,151.20751"
Cahill Expressway southbound,"-33.86111,151.20838"
Cahill Expressway southbound,"-33.86112,151.20849"
Cahill Expressway southbound,"-33.86115,151.20876"
Cahill Expressway southbound,"-33.86117,151.20899"
Cahill Expressway southbound,"-33.86121,151.20931"
Cahill Expressway southbound,"-33.86122,151.20942"
Cahill Expressway southbound,"-33.86133,151.21053"
Cahill Expressway southbound,"-33.86135,151.21088"
Cahill Expressway southbound,"-33.8614,151.21137"
Cahill Expressway southbound,"-33.86146,151.21199"
Cahill Expressway southbound,"-33.8615,151.21259"
Cahill Expressway southbound,"-33.86152,151.21271"
Cahill Expressway southbound,"-33.86154,151.21291"
Cahill Expressway southbound,"-33.86159,151.21311"
Cahill Expressway southbound,"-33.8616,151.21318"
Cahill Expressway southbound,"-33.86161,151.21324"
Cahill Expressway southbound,"-33.86161,151.21329"
Cahill Expressway southbound,"-33.86161,151.21329"
City road southbound,"-33.88439,151.19485"
City road southbound,"-33.88449,151.19484"
City road southbound,"-33.88456,151.19483"
City road southbound,"-33.88467,151.19478"
City road southbound,"-33.88485,151.19471"
City road southbound,"-33.88493,151.19467"
City road southbound,"-33.88514,151.19459"
City road southbound,"-33.88538,151.19447"
City road southbound,"-33.8864,151.19404"
City road southbound,"-33.88656,151.19397"
City road southbound,"-33.88682,151.19385"
City road southbound,"-33.88704,151.19374"
City road southbound,"-33.88734,151.19356"
City road southbound,"-33.88743,151.19347"
City road southbound,"-33.88753,151.19339"
City road southbound,"-33.8877,151.19321"
City road southbound,"-33.88793,151.1929"
City road southbound,"-33.88796,151.19286"
City road southbound,"-33.8881,151.19264"
City road southbound,"-33.88826,151.19234"
City road southbound,"-33.88866,151.19159"
City road southbound,"-33.88869,151.19152"
City road southbound,"-33.88882,151.19128"
City road southbound,"-33.88899,151.19095"
City road southbound,"-33.8891,151.19076"
City road southbound,"-33.88924,151.19051"
City road southbound,"-33.8893,151.19043"
City road southbound,"-33.88943,151.1903"
City road southbound,"-33.88963,151.19013"
City road southbound,"-33.88986,151.1899"
City road southbound,"-33.88997,151.1898"
City road southbound,"-33.89023,151.18957"
City road southbound,"-33.89043,151.18937"
City road southbound,"-33.89064,151.18916"
City road southbound,"-33.89086,151.18895"
City road nortbound,"-33.89082,151.18885"
City road nortbound,"-33.89059,151.18908"
City road nortbound,"-33.89009,151.18956"
City road nortbound,"-33.88985,151.18979"
City road nortbound,"-33.88954,151.19007"
City road nortbound,"-33.88931,151.19027"
City road nortbound,"-33.88921,151.19037"
City road nortbound,"-33.88904,151.19062"
City road nortbound,"-33.88873,151.19122"
City road nortbound,"-33.88861,151.19147"
City road nortbound,"-33.88859,151.19151"
City road nortbound,"-33.88808,151.19248"
City road nortbound,"-33.88791,151.19274"
City road nortbound,"-33.8878,151.19287"
City road nortbound,"-33.88774,151.19294"
City road nortbound,"-33.88765,151.19304"
City road nortbound,"-33.88743,151.19328"
City road nortbound,"-33.88721,151.19347"
City road nortbound,"-33.88705,151.19358"
City road nortbound,"-33.88676,151.19374"
City road nortbound,"-33.88665,151.19379"
City road nortbound,"-33.88654,151.19384"
City road nortbound,"-33.88651,151.19385"
City road nortbound,"-33.88534,151.19436"
City road nortbound,"-33.8851,151.19447"
City road nortbound,"-33.88488,151.19456"
City road nortbound,"-33.88464,151.19468"
City road nortbound,"-33.88454,151.19472"
City road nortbound,"-33.88449,151.19473"
City road nortbound,"-33.88439,151.19475"
Brisbane Water Drive Northbound,"-33.4833,151.32436"
Brisbane Water Drive Northbound,"-33.48302,151.32435"
Brisbane Water Drive Northbound,"-33.48287,151.32433"
Brisbane Water Drive Northbound,"-33.48283,151.32435"
Brisbane Water Drive Northbound,"-33.48262,151.32432"
Brisbane Water Drive Northbound,"-33.48122,151.32428"
Brisbane Water Drive Northbound,"-33.47926,151.3242"
Brisbane Water Drive Northbound,"-33.47862,151.32418"
Brisbane Water Drive Northbound,"-33.47834,151.32416"
Brisbane Water Drive Northbound,"-33.47757,151.32407"
Brisbane Water Drive Northbound,"-33.47694,151.32402"
Brisbane Water Drive Northbound,"-33.47685,151.32401"
Brisbane Water Drive Northbound,"-33.47657,151.32399"
Brisbane Water Drive Northbound,"-33.47626,151.32398"
Brisbane Water Drive Northbound,"-33.47617,151.32398"
Brisbane Water Drive Northbound,"-33.47558,151.324"
Brisbane Water Drive Northbound,"-33.47504,151.32402"
Brisbane Water Drive Northbound,"-33.47483,151.32402"
Brisbane Water Drive Northbound,"-33.47476,151.32402"
Brisbane Water Drive Northbound,"-33.47457,151.324"
Brisbane Water Drive Northbound,"-33.47422,151.3239"
Brisbane Water Drive Northbound,"-33.47396,151.32377"
Brisbane Water Drive Northbound,"-33.47376,151.32363"
Brisbane Water Drive Northbound,"-33.47333,151.3232"
Brisbane Water Drive Northbound,"-33.47325,151.3231"
Brisbane Water Drive Northbound,"-33.47312,151.32292"
Brisbane Water Drive Northbound,"-33.47308,151.32282"
Brisbane Water Drive Northbound,"-33.47306,151.32273"
Brisbane Water Drive Northbound,"-33.47272,151.32209"
Brisbane Water Drive Northbound,"-33.47264,151.32197"
Brisbane Water Drive Northbound,"-33.47243,151.32167"
Brisbane Water Drive Northbound,"-33.47211,151.32126"
Brisbane Water Drive Northbound,"-33.47196,151.32107"
Brisbane Water Drive Northbound,"-33.47191,151.32103"
Brisbane Water Drive Northbound,"-33.47176,151.32083"
Brisbane Water Drive Northbound,"-33.4714,151.32045"
Brisbane Water Drive Northbound,"-33.47115,151.32022"
Brisbane Water Drive Northbound,"-33.47091,151.32003"
Brisbane Water Drive Northbound,"-33.47062,151.31983"
Brisbane Water Drive Northbound,"-33.47023,151.31959"
Brisbane Water Drive Northbound,"-33.46965,151.31934"
Brisbane Water Drive Northbound,"-33.46932,151.31924"
Brisbane Water Drive Northbound,"-33.469,151.31916"
Brisbane Water Drive Northbound,"-33.46889,151.31915"
Brisbane Water Drive Northbound,"-33.46704,151.31894"
Brisbane Water Drive Northbound,"-33.46679,151.3189"
Brisbane Water Drive Northbound,"-33.46636,151.3188"
Brisbane Water Drive Northbound,"-33.46614,151.31872"
Brisbane Water Drive Northbound,"-33.46591,151.31863"
Brisbane Water Drive Northbound,"-33.46578,151.31858"
Brisbane Water Drive Northbound,"-33.46549,151.31844"
Brisbane Water Drive Northbound,"-33.46513,151.31822"
Brisbane Water Drive Northbound,"-33.46496,151.31809"
Brisbane Water Drive Northbound,"-33.46467,151.31786"
Brisbane Water Drive Northbound,"-33.46437,151.31762"
Brisbane Water Drive Northbound,"-33.46436,151.3176"
Brisbane Water Drive Northbound,"-33.46413,151.31736"
Brisbane Water Drive Northbound,"-33.46388,151.31707"
Brisbane Water Drive Northbound,"-33.46363,151.31673"
Brisbane Water Drive Northbound,"-33.4635,151.31655"
Brisbane Water Drive Northbound,"-33.46329,151.31619"
Brisbane Water Drive Northbound,"-33.46305,151.31572"
Brisbane Water Drive Northbound,"-33.46256,151.31459"
Brisbane Water Drive Northbound,"-33.46249,151.31445"
Brisbane Water Drive Northbound,"-33.46234,151.31422"
Brisbane Water Drive Northbound,"-33.46216,151.31397"
Brisbane Water Drive Northbound,"-33.46211,151.31391"
Brisbane Water Drive Northbound,"-33.46196,151.31373"
Brisbane Water Drive Northbound,"-33.46185,151.31363"
Brisbane Water Drive Northbound,"-33.46174,151.31354"
Brisbane Water Drive Northbound,"-33.46146,151.31336"
Brisbane Water Drive Northbound,"-33.46118,151.31323"
Brisbane Water Drive Northbound,"-33.46088,151.31314"
Brisbane Water Drive Northbound,"-33.46058,151.31309"
Brisbane Water Drive Northbound,"-33.46028,151.31309"
Brisbane Water Drive Northbound,"-33.46008,151.31311"
Brisbane Water Drive Northbound,"-33.45991,151.31315"
Brisbane Water Drive Northbound,"-33.45959,151.31325"
Brisbane Water Drive Northbound,"-33.45939,151.31334"
Brisbane Water Drive Northbound,"-33.45922,151.31344"
Brisbane Water Drive Northbound,"-33.45869,151.31377"
Brisbane Water Drive Northbound,"-33.45784,151.31427"
Brisbane Water Drive Northbound,"-33.45284,151.31722"
Brisbane Water Drive Northbound,"-33.45232,151.31754"
Brisbane Water Drive Northbound,"-33.45221,151.31761"
Brisbane Water Drive Northbound,"-33.45207,151.31772"
Brisbane Water Drive Northbound,"-33.45198,151.3178"
Brisbane Water Drive Northbound,"-33.4516,151.31818"
Brisbane Water Drive Northbound,"-33.45154,151.3182"
Brisbane Water Drive Northbound,"-33.45144,151.3183"
Brisbane Water Drive Northbound,"-33.45134,151.31842"
Brisbane Water Drive Northbound,"-33.45118,151.31864"
Brisbane Water Drive Northbound,"-33.45101,151.31891"
Brisbane Water Drive Northbound,"-33.45076,151.31935"
Brisbane Water Drive Northbound,"-33.45057,151.3198"
Brisbane Water Drive Northbound,"-33.45048,151.32005"
Brisbane Water Drive Northbound,"-33.45041,151.3203"
Brisbane Water Drive Northbound,"-33.45034,151.3206"
Brisbane Water Drive Northbound,"-33.45029,151.3209"
Brisbane Water Drive Northbound,"-33.45025,151.32119"
Brisbane Water Drive Northbound,"-33.45015,151.32197"
Brisbane Water Drive Northbound,"-33.45014,151.32216"
Brisbane Water Drive Northbound,"-33.45016,151.32224"
Brisbane Water Drive Northbound,"-33.45011,151.32262"
Brisbane Water Drive Northbound,"-33.45008,151.32285"
Brisbane Water Drive Northbound,"-33.45,151.32337"
Brisbane Water Drive Northbound,"-33.4499,151.32394"
Brisbane Water Drive Northbound,"-33.44976,151.32462"
Brisbane Water Drive Northbound,"-33.44966,151.32503"
Brisbane Water Drive Northbound,"-33.44962,151.32507"
Brisbane Water Drive Northbound,"-33.44956,151.3253"
Brisbane Water Drive Northbound,"-33.44947,151.32558"
Brisbane Water Drive Northbound,"-33.44944,151.32568"
Brisbane Water Drive Northbound,"-33.44925,151.32618"
Brisbane Water Drive Northbound,"-33.44919,151.32632"
Brisbane Water Drive Northbound,"-33.44916,151.32637"
Brisbane Water Drive Northbound,"-33.44908,151.32649"
Brisbane Water Drive Northbound,"-33.44903,151.32655"
Brisbane Water Drive Northbound,"-33.449,151.32658"
Brisbane Water Drive Northbound,"-33.44892,151.32664"
Brisbane Water Drive Northbound,"-33.44883,151.32668"
Brisbane Water Drive Northbound,"-33.44879,151.3267"
Brisbane Water Drive Northbound,"-33.44873,151.32672"
Brisbane Water Drive Northbound,"-33.44867,151.32673"
Brisbane Water Drive Northbound,"-33.44855,151.32672"
Brisbane Water Drive Northbound,"-33.44844,151.3267"
Brisbane Water Drive Northbound,"-33.4484,151.32669"
Brisbane Water Drive Northbound,"-33.44832,151.32667"
Brisbane Water Drive Northbound,"-33.44831,151.32666"
Brisbane Water Drive Northbound,"-33.4483,151.32665"
Brisbane Water Drive Northbound,"-33.44829,151.32665"
Brisbane Water Drive Northbound,"-33.44828,151.32664"
Brisbane Water Drive Northbound,"-33.44827,151.32664"
Brisbane Water Drive Northbound,"-33.44825,151.32663"
Brisbane Water Drive Northbound,"-33.44824,151.32663"
Brisbane Water Drive Northbound,"-33.44823,151.32664"
Brisbane Water Drive Northbound,"-33.44822,151.32664"
Brisbane Water Drive Northbound,"-33.44821,151.32664"
Brisbane Water Drive Northbound,"-33.4482,151.32665"
Brisbane Water Drive Northbound,"-33.44819,151.32666"
Brisbane Water Drive Northbound,"-33.44818,151.32667"
Brisbane Water Drive Northbound,"-33.44818,151.32668"
Brisbane Water Drive Northbound,"-33.44817,151.32669"
Brisbane Water Drive Northbound,"-33.44817,151.3267"
Brisbane Water Drive Northbound,"-33.44817,151.32671"
Brisbane Water Drive Northbound,"-33.4481,151.32679"
Brisbane Water Drive Northbound,"-33.44795,151.32695"
Brisbane Water Drive Northbound,"-33.44767,151.32723"
Brisbane Water Drive Northbound,"-33.44753,151.32735"
Brisbane Water Drive Northbound,"-33.44716,151.3276"
Brisbane Water Drive Northbound,"-33.4468,151.32778"
Brisbane Water Drive Northbound,"-33.44619,151.32804"
Brisbane Water Drive Northbound,"-33.44597,151.3281"
Brisbane Water Drive Northbound,"-33.44585,151.32815"
Brisbane Water Drive Northbound,"-33.4455,151.32825"
Brisbane Water Drive Northbound,"-33.44506,151.3284"
Brisbane Water Drive Northbound,"-33.44439,151.32861"
Brisbane Water Drive Northbound,"-33.44435,151.32864"
Brisbane Water Drive Northbound,"-33.44409,151.32872"
Brisbane Water Drive Northbound,"-33.44349,151.3289"
Brisbane Water Drive Northbound,"-33.44267,151.32915"
Brisbane Water Drive Northbound,"-33.44259,151.32917"
Brisbane Water Drive Northbound,"-33.44238,151.32921"
Brisbane Water Drive Northbound,"-33.44178,151.32935"
Brisbane Water Drive Northbound,"-33.44133,151.32948"
Brisbane Water Drive Northbound,"-33.44101,151.32956"
Brisbane Water Drive Northbound,"-33.44093,151.32958"
Brisbane Water Drive Northbound,"-33.44077,151.32959"
Brisbane Water Drive Northbound,"-33.44066,151.32958"
Brisbane Water Drive Northbound,"-33.44061,151.32957"
Brisbane Water Drive Northbound,"-33.4405,151.32952"
Brisbane Water Drive Northbound,"-33.44043,151.32948"
Brisbane Water Drive Northbound,"-33.44038,151.32944"
Brisbane Water Drive Northbound,"-33.44035,151.32942"
Brisbane Water Drive Northbound,"-33.44023,151.32931"
Brisbane Water Drive Northbound,"-33.43984,151.32879"
Brisbane Water Drive Northbound,"-33.43982,151.32872"
Brisbane Water Drive Northbound,"-33.4396,151.3284"
Brisbane Water Drive Northbound,"-33.43943,151.32816"
Brisbane Water Drive Northbound,"-33.43929,151.32799"
